article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638227275.A.227,[問卦] 高嘉瑜遭家暴？新男友痛毆控制行動？,lolic,223.137.50.216,推,不能刪了 留著多給幾個人看吧,223.137.50.216 11/30 07:15,Not Anonymous,6.0
M.1638228000.A.C80,Re: [爆卦] 高嘉瑜遭家暴？新男友痛毆控制行動,lolic,223.137.50.216,推,就叫她不要唱歌吧,223.137.50.216 11/30 07:22,Not Anonymous,6.0
M.1638229551.A.F15,[新聞] 高嘉瑜驚傳遭現任男友痛毆、控制行動！ ,lolic,223.137.50.216,推,現在才發現鏡週刊ptt不能貼,223.137.50.216 11/30 07:48,Not Anonymous,6.0
M.1638229551.A.F15,[新聞] 高嘉瑜驚傳遭現任男友痛毆、控制行動！ ,lolic,223.137.50.216,推,自業自得,223.137.50.216 11/30 07:56,Not Anonymous,6.0
M.1638229551.A.F15,[新聞] 高嘉瑜驚傳遭現任男友痛毆、控制行動！ ,dj880722,223.136.180.175,噓,開始人格毀滅了,223.136.180.175 11/30 09:38,Not Anonymous,6.0
M.1638230444.A.8FE,[新聞] 高嘉瑜傳遭男友家暴　疑「親密影片」被,lolic,223.137.50.216,推,是不是練歌的影片,223.137.50.216 11/30 08:03,Not Anonymous,6.0
M.1638234362.A.F19,[新聞] 高嘉瑜認了遭握｢親密影片｣全身傷不敢報,giggstw,118.169.72.124,推,番號啊！,118.169.72.124 11/30 10:15,Not Anonymous,6.0
M.1638234362.A.F19,[新聞] 高嘉瑜認了遭握｢親密影片｣全身傷不敢報,lesnaree2,223.136.213.97,推,范雲:,223.136.213.97 11/30 11:34,Not Anonymous,6.0
M.1638234362.A.F19,[新聞] 高嘉瑜認了遭握｢親密影片｣全身傷不敢報,dj880722,223.136.180.175,噓,沒有表示就是認了 這什麼邏輯 乾脆說金,223.136.180.175 11/30 12:28,Not Anonymous,6.0
M.1638234362.A.F19,[新聞] 高嘉瑜認了遭握｢親密影片｣全身傷不敢報,dj880722,223.136.180.175,→,城武承認我跟他長很像好了,223.136.180.175 11/30 12:28,Not Anonymous,6.0
M.1638237639.A.64E,[新聞] 高嘉瑜傳遭家暴 蘇貞昌：男人打女人豬狗,devidevi,203.77.48.47,推,男人打男人是台灣價值,203.77.48.47 11/30 10:01,Not Anonymous,6.0
M.1638239253.A.EFB,[新聞] 高嘉瑜男友是「恐怖文青」　作品全被挖出,devidevi,203.77.48.47,→,上次有個唸詩就讓女生喜歡的是誰??,203.77.48.47 11/30 10:32,Not Anonymous,6.0
M.1638239253.A.EFB,[新聞] 高嘉瑜男友是「恐怖文青」　作品全被挖出,devidevi,203.77.48.47,→,丁丁??,203.77.48.47 11/30 10:32,Not Anonymous,6.0
M.1638241452.A.134,[新聞] 高嘉瑜遭男友狂毆！神隱6天才PO照　驚,lesnaree2,223.136.213.97,→,民進黨婦女部: 柯文哲竟然讓老婆拖地,223.136.213.97 11/30 11:44,Not Anonymous,6.0
M.1638242110.A.488,[新聞] 高嘉瑜首度發聲！「勇敢面對，希望不要再,s820912gmail,101.10.13.78,推,開扁囉,101.10.13.78 11/30 11:15,Not Anonymous,6.0
M.1638242110.A.488,[新聞] 高嘉瑜首度發聲！「勇敢面對，希望不要再,a210510,110.30.137.195,噓,自己選的 怪誰？,110.30.137.195 11/30 11:24,Not Anonymous,6.0
M.1638242204.A.2BC,[新聞] 高嘉瑜傳被男友痛毆 范雲:謝謝勇敢站出來,s820912gmail,101.10.13.78,→,笑死,101.10.13.78 11/30 11:17,Not Anonymous,6.0
M.1638242204.A.2BC,[新聞] 高嘉瑜傳被男友痛毆 范雲:謝謝勇敢站出來,lolic,223.137.50.216,噓,垃圾立委,223.137.50.216 11/30 12:07,Not Anonymous,6.0
M.1638242204.A.2BC,[新聞] 高嘉瑜傳被男友痛毆 范雲:謝謝勇敢站出來,ThisisLongID,1.171.216.205,噓,笑死 週刊沒爆會出來面對? 真勇敢呢,1.171.216.205 11/30 12:21,Not Anonymous,6.0
M.1638242358.A.E02,[新聞] 家暴卻裝好男人！高嘉瑜男友「雙面文」曝,ThisisLongID,1.171.216.205,推,難怪會挺連神都敢騙的那群啊,1.171.216.205 11/30 11:26,Not Anonymous,6.0
M.1638242582.A.29D,[新聞] 高嘉瑜遭男友家暴 柯文哲：譴責暴力,devidevi,203.77.48.47,噓,柯文哲敷衍,203.77.48.47 11/30 11:37,Not Anonymous,6.0
M.1638242582.A.29D,[新聞] 高嘉瑜遭男友家暴 柯文哲：譴責暴力,lesnaree2,223.136.213.97,推,婦女部：柯文哲回應敷衍 不在乎女權,223.136.213.97 11/30 12:08,Not Anonymous,6.0
M.1638243951.A.33C,[新聞] 1218公投》綠委高嘉瑜認了： 萊豬不等於,lesnaree2,223.136.213.97,推,回家哪敢改 照三餐扁,223.136.213.97 11/30 11:55,Not Anonymous,6.0
M.1638243951.A.33C,[新聞] 1218公投》綠委高嘉瑜認了： 萊豬不等於,lesnaree2,223.136.213.97,推,我打你應該 不打你悲哀,223.136.213.97 11/30 11:57,Not Anonymous,6.0
M.1638244252.A.993,[新聞] 遭爆痛毆高嘉瑜！林秉樞扯「喪母之痛」,giggstw,118.169.72.124,→,片子丟出來啦！幹話這麼多,118.169.72.124 11/30 12:48,Not Anonymous,6.0
M.1638244403.A.C2C,[討論] 童仲彥看到高嘉瑜被家暴在想什麼,lesnaree2,11/30,→,想打,11/30 14:35,no ip,6.0
M.1638244652.A.5A5,[新聞] 高嘉瑜被爆打「卻噤聲」！　鄉民怒：社會,lolic,223.137.50.216,→,婦女部死了嗎,223.137.50.216 11/30 11:58,Not Anonymous,6.0
M.1638244652.A.5A5,[新聞] 高嘉瑜被爆打「卻噤聲」！　鄉民怒：社會,lesnaree2,223.136.213.97,→,民進黨鐵拳 打到妳叫不敢,223.136.213.97 11/30 12:09,Not Anonymous,6.0
M.1638244676.A.D20,Re: [新聞] 高嘉瑜遭男友狂毆！神隱6天才PO照　驚,poeta,112.78.80.185,推,超好笑,112.78.80.185 11/30 12:17,Not Anonymous,6.0
M.1638245255.A.6AA,Re: [新聞] 高嘉瑜遭男友狂毆！神隱6天才PO照　驚,lolic,223.137.50.216,噓,你在家打炮國家管得到才叫國安危機,223.137.50.216 11/30 12:10,Not Anonymous,6.0
M.1638246463.A.8F2,[新聞] 高嘉瑜驚傳遭男友痛毆.限制行動 以私密影,s820912gmail,101.10.13.78,推,台女不意外,101.10.13.78 11/30 12:28,Not Anonymous,6.0
M.1638246573.A.02B,[新聞] 前文膽男友成家暴導火線 曾與高嘉瑜長跑,s820912gmail,101.10.13.78,推,厲害了,101.10.13.78 11/30 12:30,Not Anonymous,6.0
M.1638249249.A.B16,[新聞] 高嘉瑜上節目選台大美女...擇偶條件「不,lesnaree2,223.136.213.97,→,女人說不餓要就是要啊,223.136.213.97 11/30 13:27,Not Anonymous,6.0
M.1638249249.A.B16,[新聞] 高嘉瑜上節目選台大美女...擇偶條件「不,lesnaree2,223.136.213.97,→,不要就是要,223.136.213.97 11/30 13:28,Not Anonymous,6.0
M.1638252477.A.78B,[爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,s820912gmail,101.10.13.78,推,高調,101.10.13.78 11/30 14:23,Not Anonymous,6.0
M.1638252477.A.78B,[爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,s820912gmail,49.216.50.232,→,被雞鴨了嗎,49.216.50.232 12/01 23:12,Not Anonymous,6.0
M.1638252477.A.78B,[爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,ThisisLongID,1.171.211.190,噓,朝聖,1.171.211.190 12/01 23:13,Not Anonymous,6.0
M.1638253112.A.F06,[爆卦] 塔綠班歡慶高嘉瑜遭家暴！,lesnaree2,223.136.213.97,推,這也可以扯公投,223.136.213.97 11/30 14:38,Not Anonymous,6.0
M.1638253112.A.F06,[爆卦] 塔綠班歡慶高嘉瑜遭家暴！,ThisisLongID,1.171.216.205,推,就說民進黨跟黑幫或邪教很像 瘋起來,1.171.216.205 11/30 15:17,Not Anonymous,6.0
M.1638253112.A.F06,[爆卦] 塔綠班歡慶高嘉瑜遭家暴！,ThisisLongID,1.171.216.205,→,感覺不夠忠誠的自家人都要咬,1.171.216.205 11/30 15:18,Not Anonymous,6.0
M.1638253313.A.E20,[討論] 護台胖犬：高嘉瑜被家暴 民進黨應說清楚,lesnaree2,11/30,推,四個都同意,11/30 14:32,no ip,6.0
M.1638255059.A.7C1,[公告] 高嘉瑜事件 請各位冷靜看待,dj880722,223.136.180.175,→,不是也不能po,223.136.180.175 11/30 15:02,Not Anonymous,6.0
M.1638255059.A.7C1,[公告] 高嘉瑜事件 請各位冷靜看待,fenway18,111.83.40.117,噓,請保持一貫原則,111.83.40.117 11/30 15:17,Not Anonymous,6.0
M.1638255973.A.0DA,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,s820912gmail,101.10.13.78,推,給庫 給庫,101.10.13.78 11/30 15:10,Not Anonymous,6.0
M.1638256865.A.3BE,Fw: [公告] 高嘉瑜事件 請各位冷靜看待,giggstw,118.169.72.124,推,好的,118.169.72.124 11/30 14:52,Not Anonymous,6.0
M.1638256865.A.3BE,Fw: [公告] 高嘉瑜事件 請各位冷靜看待,s820912gmail,101.10.13.78,推,錢,101.10.13.78 11/30 14:57,Not Anonymous,6.0
M.1638256865.A.3BE,Fw: [公告] 高嘉瑜事件 請各位冷靜看待,dj880722,223.136.180.175,推,高嘉瑜的私事也算政治喔 那小英的論文是,223.136.180.175 11/30 15:02,Not Anonymous,6.0
M.1638256865.A.3BE,Fw: [公告] 高嘉瑜事件 請各位冷靜看待,dj880722,223.136.180.175,→,不是也不能po,223.136.180.175 11/30 15:02,Not Anonymous,6.0
M.1638256865.A.3BE,Fw: [公告] 高嘉瑜事件 請各位冷靜看待,fenway18,111.83.40.117,噓,請保持一貫原則,111.83.40.117 11/30 15:17,Not Anonymous,6.0
M.1638258503.A.D39,[新聞] 快訊／「臉部被打」高嘉瑜被家暴提告了！,s820912gmail,101.10.13.78,推,好了啦,101.10.13.78 11/30 15:48,Not Anonymous,6.0
M.1638259171.A.1D1,[新聞] 快訊／遭男友施暴滿身傷！高嘉瑜現身警,s820912gmail,101.10.13.78,推,哪裏滿身傷？,101.10.13.78 11/30 15:59,Not Anonymous,6.0
M.1638259171.A.1D1,[新聞] 快訊／遭男友施暴滿身傷！高嘉瑜現身警,eddisontw,59.125.98.167,推,這次就看板橋林家後台有多硬,59.125.98.167 11/30 15:59,Not Anonymous,6.0
M.1638259171.A.1D1,[新聞] 快訊／遭男友施暴滿身傷！高嘉瑜現身警,lesnaree2,223.136.213.97,推,我也好想扁正妹立委,223.136.213.97 11/30 16:00,Not Anonymous,6.0
M.1638259600.A.5A7,Re: [新聞] 快訊／遭男友施暴滿身傷！高嘉瑜現身警,s820912gmail,101.10.13.78,推,玉女？不是有影片嗎,101.10.13.78 11/30 16:07,Not Anonymous,6.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,s820912gmail,101.10.13.78,推,台女救世界,101.10.13.78 11/30 16:28,Not Anonymous,6.0
M.1638261399.A.EC4,Re: [新聞] 高嘉瑜傳遭男友家暴　疑「親密影片」被,lamigo520,110.26.98.199,推,老師好,110.26.98.199 11/30 16:43,Not Anonymous,6.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,lamigo520,110.26.98.199,→,可是太子說要聲援高欸，這樣是不是得,110.26.98.199 11/30 17:30,Not Anonymous,6.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,lamigo520,110.26.98.199,→,罪太子？,110.26.98.199 11/30 17:30,Not Anonymous,6.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,s820912gmail,101.10.13.78,推,哈哈哈 誠實,101.10.13.78 11/30 17:32,Not Anonymous,6.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,lolic,223.137.50.216,噓,白癡,223.137.50.216 11/30 17:59,Not Anonymous,6.0
